,name,price_score,proximity_to_park_score,criminality_score,desired
1070,Charming brick home in Magnolia,1,5,8,0
1071,Magnolia View Retreat,0,5,8,0
1072,"SPECIAL on Water, Downtown Seattle",6,3,8,0
1073,*New Luxury Home 10 min to Downtown,1,2,8,0
1074,home 1 block in from Magnolia Blvd.,5,3,8,0
1075,Large Bedroom  Downstairs ,5,3,8,0
1076,Seattle Cottage,1,3,8,0
1077,Fabulous Seattle Modern,0,9,8,0
1078,Steps from Magical Discovery Park-4,8,6,8,1
1079,SEATTLE BEACH HOUSE on Elliott Bay,0,4,8,0
1080,Downtown Hi-Rise. 98 Walkscore (A1),3,4,1,0
1081,100% Walk Score 1-BR Downtown,0,4,1,0
1082,1 Bedroom Cosmopolitan Water View ,2,9,1,0
1083,BELLTOWN/DOWNTOWN Spacious&Luminous,3,7,1,0
1084,Living room in 1 BHK for females,9,9,1,0
1085,5 Blocks from Pike Place Market,9,7,1,0
1086,Historic Downtown Artist Loft,1,9,1,0
1087,Sunny apartment room in downtown,9,8,1,0
1088,Studio with a Bay View,5,8,1,0
1089,Fantastic Downtown Location !!! 101,4,7,1,0
1090,Luxury Furnished 1BR Seattle Apt,0,5,1,0
1091,Belltown *All The Things,6,9,1,0
1092,Modern Downtown 1BD. 100 WS (R1),2,5,1,0
1093,Belltown / Downtown Apartment,3,9,1,0
1094,Belltown 1brm 98 Walk Score Parking,4,8,1,0
1095,99% walkscore Water View + FREE CAR,4,9,1,0
1096,Luxury Belltown Skyrise,1,7,1,0
1097,Downtown Ap Westlake Seattle Center,5,7,1,0
1098,Hip Flat - Great dining steps away!,3,3,1,0
1099,Perfect & clean downtown studio,6,4,1,0
1100,100 Walk Score - Lux 2Bed,0,4,1,0
1101,Lower Queen Anne/Belltown Apartment,1,5,4,0
1102,Fantastic downtown location! #211,7,4,1,0
1103,Pike Market Belltown 1brm Parking,4,9,1,0
1104,Downtown-5 mins walk to Pike Place!,7,5,1,0
1105,Walk to the best spots in Seattle,2,9,1,0
1106,Beautiful Studio - Free Parking!!,6,6,1,0
1107,Great Location. 98 Walkscore 2,3,8,1,0
1108,Belltown Condos 1BD 4,3,6,1,0
1109,1 Bedroom Puget Sound View Oasis,0,9,1,0
1110,High-rise Studio- Heart O' The City,3,6,1,0
1111,POSH URBAN GETAWAY | WATERFRONT,3,8,1,0
1112,1 Bedroom Downtown Seattle Oasis,4,7,1,0
1113,City Center 10min walk to anything,2,7,1,0
1114,1 Bed Belltown Oasis-Book now,5,9,1,0
1115,Cozy 1 BD in Belltown,5,8,1,0
1116,Bright & Spacious Studio,4,2,1,0
1117,HotSpot Location near Pike Place,3,9,1,0
1118,Heart of the City - 1BD with view,4,7,4,0
1119,Belltown Swanky Studio!,2,8,1,0
1120,Seattle Belltown High-Rise Studio,3,6,1,0
1121,Downtown Apartment by Pike Place,3,5,1,0
1122,Downtown studio close to everything,2,8,1,0
1123,Stunning Modern Spacious Flat,2,5,1,0
1124,Best Location Downtown - Beautiful!,1,7,1,0
1125,Artist's Loft in Downtown Seattle,1,9,1,0
1126,Aunt Sally's Studio-GREAT Location!,6,8,1,0
1127,Affordable Downtown Studio,4,9,1,0
1128,3*High Rise Waterfront PikeMarket,3,8,1,0
1129,2* Lux High Rise 1BR,3,7,1,0
1130,The Heart of Seattle - Downtown,6,4,1,0
1131,4* FlashSale CapHill WalkScore,3,8,1,0
1132,Private room W/ views in downtown,6,6,1,0
1133,Cozy Charmer Steps To Pike Place,2,8,1,0
1134,Belltown Crt Home Port Deluxe Suite,1,8,1,0
1135,"Downtown, Great Amenities! V62",2,3,1,0
1136,Amazing view of Space Needle,1,4,1,0
1137,Heart of Belltown! SH2,2,6,1,0
1138,2-Story Penthouse W/Amazing View ,0,8,1,0
1139,SALE Luxury 2br/2ba/LOCATION PRKG!,1,7,1,0
1140,Near Pike Place & Space Needle! MT2,2,8,1,0
1141,Brand new with amazing views!,2,6,1,0
1142,Beautiful Belltown Apartment! CT3,3,9,1,0
1143,Centennial Tower 3 Bdr Penthouse ,0,5,1,0
1144,Downtown 2Bed Western Sunset Views,1,7,1,0
1145,Penthouse Suite Top Floor ,0,7,1,0
1146,Luxury Studio with Amazing Views 24,2,6,1,0
1147,Centennial Tower 2 Bdr Pets Welcome,0,5,1,0
1148,1 Bedroom Elliott Bay Oasis,2,9,1,0
1149,Modern Condo in Belltown,3,8,1,0
1150,Amazing Views of Elliott Bay! AH2,4,9,1,0
1151,"DOWNTOWN A/C, Parking, Pool S2",5,8,1,0
1152,Belltown Apt near Pike's Place,2,9,1,0
1153,"Studio Apt., Belltown, Seattle",5,7,1,0
1154,2 Bedroom Gateway City Oasis,0,9,1,0
1155,1 Bedroom Bright Cityscape Oasis,0,9,1,0
1156,2 Bed/2 Bath Tranquil View Oasis,1,6,1,0
1157,2 Bedroom Harbor and City Oasis,1,7,1,0
1158,Contemporary Belltown Location! SH2,3,5,1,0
1159,Modern 1BR Apt with Great Views,4,8,1,0
1160,Luxury apt in heart of DT Seattle,1,3,1,0
1161,The View | Be Inspired in Seattle,5,9,1,0
1162,Sky High Water View. 99 Walkscore,0,3,1,0
1163,SPACIOUS 2BD/2BA PRKG FREE WiFi ,1,7,1,0
1164,Near the Space Needle! MT1,6,4,1,0
1165,Downtown Seattle Vacation Spot! MT2,3,6,1,0
1166,Beautiful downtown Apt. Top floor,3,3,1,0
1167,Bright 1BR/1BA Belltown Apartment,0,7,1,0
1168,Stay Right Next to Elliot Bay OP3,5,9,1,0
1169,1 Bedroom Emerald City Oasis,1,9,1,0
1170,2 Bedroom Poet's Paradise Oasis,1,6,1,0
1171,2 Bed Space Needle View,0,8,1,0
1172,2 Bedroom Classic Brownstone Oasis ,1,3,1,0
1173,2 Bedroom Near Space Needle S8,1,8,1,0
1174,Walkable Belltown Location Studio,4,6,1,0
1175,Sky High Penthouse. 99 Walkscore,0,4,1,0
1176,Belltown Court Loft Penthouse,3,9,1,0
1177,1 Bedroom Sweeping View Oasis,3,6,1,0
1178,Cozy Elegant Studio,4,7,1,0
1179,Downtown Seattle Studio - Belltown,5,9,1,0
1180,Views and Style in Belltown,4,7,1,0
1181,Olympus Penthouse- Elliott Bay View,0,9,1,0
1182,"The Best of the Best, Seattle! MT2",3,7,1,0
1183,1 Bed Territorial View-Book now!,1,7,1,0
1184,"Clean, Walk everywhere Downtown",7,9,1,0
1185,Charming Belltown Corner Studio,4,4,1,0
1186,Belltown Condos 1BD 3,3,6,1,0
1187,Charming Suite Near Space Needle!,3,8,1,0
1188,BRAND NEW WTRFNT nxt2 PIKE PLACE!,2,9,1,0
1189,Belltown 2 bedroom for rent,6,7,1,0
1190,Belltown Court Home Port Suite,3,9,1,0
1191,1 Bedroom Glimmering Skyline Oasis,1,7,1,0
1192,"Elegant Comfort, Location, & Views ",5,8,1,0
1193,A Creative Live/Work Loft + Studio,1,8,1,0
1194,1 Bedroom Queen City Modern Oasis ,3,9,1,0
1195,Metropolitan Tower Upscale 1 Bdrm,2,2,1,0
1196,Met Tower in Belltown! MT2,3,6,1,0
1197,Luxury Furnished 2BR Seattle Apt,0,6,1,0
1198,Belltown Court 2 Bdrm Urban Retreat,1,6,1,0
1199,1* Lux Studio with Amazing Views,2,8,1,0
1200,Relaxing Studio in Belltown,4,7,1,0
1201,"Hottest Downtown Address, Pool! MT2",3,8,1,0
1202,1 Bedroom Fantastic View Oasis,2,8,1,0
1203,Belltown Condos 1BD 2,3,6,1,0
1204,Modern Urban Loft Downtown Seattle,1,3,1,0
1205,Hip Belltown studio w/city view,3,10,1,0
1206,A Quiet Retreat in the City Center!,3,4,1,0
1207,Downtown with Amazing Dining! V62,0,3,1,0
1208,True Luxury Hotel Suite Alternative,1,9,1,0
1209,Walk to Pike Place Market! AH2,3,9,1,0
1210,Steps from Elliot Bay! OP2,0,8,1,0
1211,Waterfront apartment for executive,4,8,10,0
1212,1 Bedroom Northwest City Oasis,3,6,1,0
1213,Steps to Waterfront and Market AH2,3,8,1,0
1214,2 Bedroom Water View Oasis,1,8,1,0
1215,Beautiful & clean downtown studio,5,3,1,0
1216,1 Bedroom Garden Courtyard View Oas,1,9,1,0
1217,Downtown Hi-Rise. 98 Walkscore (A3),2,5,1,0
1218,Adorable Studio in Belltown!,5,6,1,0
1219,2 Bedroom Downtown Seattle Oasis,1,6,1,0
1220,Best Condo Near Pike Place! MT2,1,5,1,0
1221,Seattle's Best Downtown Condo! MT2,1,3,1,0
1222,Downtown 1BD with Cool Ocean Views,2,7,1,0
1223,Discover Downtown Seattle,0,8,1,0
1224,2 Bedroom 2 Bathroom Rooftop Oasis,1,8,1,0
1225,Xmas Sale 1 bd/1 ba WiFi CLEAN Prkg,2,5,1,0
1226,Sound View Condo in Seattle,2,7,1,0
1227,Belltown Court Sunset Suite,0,9,1,0
1228,Westlake Ave Downtown Condos 1BD 5,1,6,1,0
1229,Centennial Tower - 3 Bdr Water View,0,9,1,0
1230,Private Room near Space Needle 2,7,5,1,0
1231,1 Bedroom Modern Water View Condo,4,9,1,0
1232,Downtown Seattle Near Pike Pl! MT2,2,7,1,0
1233,Belltown Court Space Needle Studio,4,9,1,0
1234,Modern luxury Belltown apartment,4,3,1,0
1235,Metropolitan Tower 3 Bdrm Penthouse,0,2,1,0
1236,Belltown Condos 1BD,3,5,1,0
1237,Great Location. 98 Walkscore,2,8,1,0
1238,"SALE! WiFi  Luxurious, Parking Inc",2,8,1,0
1239,Seattle Dwntn Apt near Space Needle,3,9,1,0
1240,Luxury Studio with Amazing Views 25,4,7,1,0
1241,Unparalleled & Unique Downtown Loft,2,7,1,0
1242,Belltown Court Studio 98 Walk Score,4,9,1,0
1243,Modern Belltown Studio,5,8,1,0
1244,"Downtown, A/C, Hottub, Parking S1",5,7,1,0
1245,Stunning  2 BR Belltown Luxury 007,2,3,1,0
1246,1 Bedroom-Heart of Seattle/wParking,4,4,1,0
1247,Downtown Hi-Rise. 98 Walkscore (A2),2,4,1,0
1248,Charming studio in Belltown,4,9,1,0
1249,Stay In The Heart of Seattle! OP3,4,9,1,0
1250,Heart of Seattle,4,9,1,0
1251,Metropolitan Tower Classic 2 Bdrm ,0,5,1,0
1252,Heart of Downtown Seattle,3,6,1,0
1253,BEST (historic) locat A/C FREE prkg,3,7,1,0
1254,2 Bed 2 Bath Courtyard View Oasis,1,9,1,0
1255,Spacious Studio in Downtown Seattle,7,8,4,0
1256,1BR/1BA 5min Walk to Pike Place Mkt,4,9,10,0
1257,Luxury 1BR with Beautiful Views,3,7,1,0
1258,"City Flat Downtown,Rooftop, Hot Tub",2,9,1,0
1259,Cozy 1BD on Pike's Place Downtown,2,6,10,0
1260,Lovely 2BD in the Heart of the City,1,8,1,0
1261,2 Bed Seattle Oasis,1,7,1,0
1262,"99 1Bed, CapHill. Walk Downtown",3,5,1,0
1263,Luxury 2 Bedroom in Belltown,1,8,1,0
1264,Heart of downtown Seattle (Q),3,8,1,0
1265,Private Room in Belltown,9,7,1,0
1266,"2BR VIEW! 98% Walk Score, FREE pkg!",1,9,1,0
1267,Modern Condo Style with Great Views,2,6,1,0
1268,City Living in Comfort w/ Parking!,2,8,1,0
1269,Fantastic downtown location! #110,7,4,1,0
1270,"Home of Restaurateurs, Belltown!",6,7,1,0
1271,Heart of Seattle Historical/Stylish,4,6,1,0
1272,Lovely Studio Apt in D.T. Seattle !,4,5,1,0
1273,PERFECT downtown Seattle location!,2,5,10,0
1274,Modern Hip Studio Amazing Location,4,9,1,0
1275,Luxury Apartment in Belltown / SLU,0,3,1,0
1276,Centennial Tower - 1 Bdr Water View,2,9,1,0
1277,Gorgeous Downtown Apartment,2,5,1,0
1278,2-bdrm Downtown Seattle,0,8,1,0
1279,Belltown Condos 1BD 5,3,6,1,0
1280,"Walk To Space Needle, Pike Place S7",6,6,1,0
1281,Wonderful 2 Bedroom Modern Oasis,2,9,1,0
1282,Views of the Needle and Sound,2,5,1,0
1283,1 Bedroom Beautiful Tuscan Oasis ,1,9,1,0
1284,Live like a local - Walkscore 98!,7,8,1,0
1285,Downtown with epic views,3,6,10,0
1286,Pike Place Condo with Amazing Views,3,5,1,0
1287,1BR 2 Blocks frm Pike Market & Pool,5,9,1,0
1288,Master Bedroom - Private bathroom,6,8,1,0
1289,Cozy Space in the Heart of Belltown,8,9,1,0
1290,"Great views, center of city, apt",2,9,1,0
1291,Downtown Seattle View Condo,2,9,1,0
1292,Charming Studio in perfect location,4,7,1,0
1293,Belltown *All The Things!,7,8,1,0
1294,*Charming Vintage Belltown Studio*,7,7,1,0
1295,contemporary art loft downtown [17],6,8,0,0
1296,Privacy & gorgeous panoramic views!,7,8,0,0
1297,Ensuite Queen Bed Cap Hill Apt,4,5,0,0
1298,Shared Space Main Temple Hondo,9,5,0,0
1299,Shared Space Main Temple Hondo 2nd,9,5,0,0
1300,Confortable bedroom,8,7,0,0
1301,contemporary art loft downtown [7],6,9,0,0
1302,Unique 1 bedroom apartment,7,9,0,0
1303,Downtown Seattle 2BR View Home,8,8,0,0
1304,Chez DEX Of Downtown Seattle,8,9,0,0
1305,Private Cozy Place in Chinatown,8,9,0,0
1306,2bdrm close to stadiums/light rail!,0,9,0,0
1307,Cosy Vintage Home Capitol Hill,0,8,1,0
1308,Privacy & gorgeous panoramic views!,1,6,0,0
1309,A Gorgeous View in Downtown Seattle,5,5,0,0
1310,Large 2BD Apartment Right Downtown!,4,9,1,0
1311,Pike Place Market Suite,1,8,10,0
1312,"5 Star Location! Parking, WIFI S4",5,9,10,1
1313,Great Space & Location + View!,5,8,1,0
1314,"Seattle Downtown Core, Pike Market",2,8,1,0
1315,Shopping and Nightlife!!! HS2,3,9,1,0
1316,Pike's Place 1Bed Sunset View,1,9,1,0
1317,P6 Zen Retreat: Winter promo,2,6,1,0
1318,Convention Center Lux 1BD,1,6,1,0
1319,Perfect 1br/1bth Downtown Seattle,5,9,1,0
1320,Welcome to 2BD Downtown Seattle!,1,7,1,0
1321,Newmark Tower 1 Bdrm  by Pike Place,2,9,10,0
1322,11th Heaven Pike Place Market,4,9,1,0
1323,View Apt Near Pike Place Market 1BD,5,8,1,0
1324,Heart of Downtown - Best Location,4,9,1,0
1325,Downtown Living at its finest!,8,8,1,0
1326,Live downtown in luxury :),4,9,1,0
1327,Great location in Downtown Seattle!,2,6,1,0
1328,Convention Center Lux 2BD 2,0,8,1,0
1329,Convention Center Lux 1BD 2,1,8,1,0
1330,Luxury Condo in Downtown Seattle,0,6,1,0
1331,Amazing downtown space,0,6,1,0
1332,Harbor Steps-be near it all!,8,6,1,0
1333,Between Pike & Capitol Hill PP2,2,8,1,0
1334,Perfect Seattle Vacation Spot! HS2,2,7,1,0
1335,Next to Seattle Art Museum! HS2,3,8,1,0
1336,"Pike Place 2 Blocks, Best Spot! HS2",3,8,1,0
1337,Near Waterfont & Pikes Place! HS1,4,7,1,0
1338,One block from Pike's Market! HSW,4,8,1,0
1339,condo in seattle,1,7,1,0
1340,Studio Plus timeshare in Seattle WA,3,8,1,0
1341,"condo Seattle, Wa.",0,7,1,0
1342,Quiet Nest in Busy Downtown Seattle,9,7,1,0
1343,"Downtown Seattle, Pool! HS203",3,9,1,0
1344,Downtown high-rise with water view!,0,8,1,0
1345,"Charming Apt, VERY Central Location",5,8,1,0
1346,99 Lux Pike's Market 2BD,0,7,10,0
1347,"Best Downtown Spot, Waterviews! HSW",3,9,1,0
1348,Downtown H2O View Hi Rise 25th Fl#3,4,9,1,0
1349,"FERRYS, PIKE PLACE,FULL WATER VIEW",2,9,1,0
1350,Spacious 1bd - Pike Place Market,1,8,10,0
1351,Sky High Convention Center w/Views,2,9,1,0
1352,Near Capitol Hill & Pike Place PP2,3,8,1,0
1353,1 bedroom apt in new bldg downtown,2,7,1,0
1354,View Apt Near CONVENTION CENTER!,2,7,1,0
1355,Harbor Steps- Water Views 16th Flr!,0,7,1,0
1356,Amazing Downtown Views!,3,8,1,0
1357,Harbor Steps- Water Views 15th Flr!,0,8,1,0
1358,BRAND NEW 98 walkscore H20 views!!,6,6,1,0
1359,Gorgeous Downtown/Convention Condo,1,7,1,0
1360,Seattle Ocean View,3,4,1,0
1361,99 Walkscore Sky-Hi. Convention Ctr,1,6,1,0
1362,Downtown Luxury at Harbor Steps,3,7,1,0
1363,1-Bedroom Timeshare in Seattle WA,2,8,1,0
1364,Downtown Seattle Walker's Paradise,2,9,1,0
1365,Luxury Apt with an Incredible View!,0,9,1,0
1366,Downtown Seattle Pike Place Market,3,7,1,0
1367,Beautiful Apartment! 99 Walkscore,2,8,10,0
1368,Studio Timeshare in Seattle WA #1,3,6,1,0
1369,Close to Everything!!! HS2,2,8,1,0
1370,Downtown Condo w/Parking & View,2,6,1,0
1371,2 Bedroom Jazzy Market Oasis,2,7,10,0
1372,Convention Center Lux 2BD,0,8,1,0
1373,Pike Place Market,0,8,10,0
1374,Spacious Pike Place Downtown 1BD,3,9,10,0
1375,Unbeatable Location + Free Parking,1,8,1,0
1376,99 Downtown Walkscore Lux 1BD,1,5,1,0
1377,Artistic Flat In Downton Seattle!,6,7,1,0
1378,Spectacular Puget Sound views,4,9,1,0
1379,Downtown 2BR 2BA Waterview Condo,0,9,10,0
1380,5*1P*Heart Of Seattle* Pike Place,0,7,1,0
1381,Family-Friendly Seattle Views! HSW,3,9,1,0
1382,2bed/2bath High Rise w/ View & Deck,2,8,1,0
1383,Pike Place - Waterfront View,4,9,1,0
1384,Central Luxury Apt with AC,3,9,1,0
1385,1 Block to PIKE PLACE MARKET! HS2,3,8,1,0
1386,Ultra-Modern 1Bed w/ Amazing Views,0,7,10,0
1387,Amazing High Rise Condo Downtown,0,9,1,0
1388,"PIKE PLACE Market, Parking, View S6",5,9,10,1
1389,View Downtown Hi Rise Modern 1bd #1,4,8,1,0
1390,Large 1BR 1 block from Pike Market,0,9,1,0
1391,Nice 2BD/2BA Downtown & Conv Center,1,7,1,0
1392,Downtown 1 BR - Sky high apartment,5,9,1,0
1393,Downtown / 2 blocks from Pike Place,8,7,1,0
1394,Modern Studio Apt-Downtown Seattle,0,9,1,0
1395,Pike's Place. 98 Walkscore,1,4,1,0
1396,View 1bd Luxury Downtown Hi Rise#2,4,9,1,0
1397,Pike's Place. 100 Walkscore 2,2,9,10,0
1398,Apartment Pioneer Square 203,2,9,1,0
1399,Downtown Seattle – Walk Everywhere!,2,6,1,0
1400,Capitol/First Hill 1-BR w/Balcony,1,9,1,0
1401,St. John's Apartments #307 - Studio,2,9,1,0
1402,P2 Cosmo living: Winter promo,2,6,1,0
1403,"2 Bedroom, 2 Bath, Downtown Seattle",1,8,1,0
1404,St. John's Apartments #309- Two BR,1,9,1,0
1405,View Studio Near Convention Center,4,8,1,0
1406,"Cute Vintage Studio, Cap Hill",3,8,1,0
1407,2 Bedroom Sparkling City Oasis,1,6,1,0
1408,Cozy Downtown Apartment,6,5,1,0
1409,Stay in the Heart of Seattle,6,8,1,0
1410,8th Ave Condos Modern 1BD 3,3,5,1,0
1411,"Comfy Studio, Downtown, Affordable",4,6,1,0
1412,Beautiful Modern Downtwn/Convention,1,7,1,0
1413,Large Downtown 2 Bedroom Condo,1,5,1,0
1414,Studio in the BEST location!,7,9,1,0
1415,Luxury Seattle Downtown Residence,6,7,1,0
1416,Convention Place 1BD w/ Parking!,3,7,1,0
1417,Amazing Space in Downtown Seattle,7,5,1,0
1418,Best Location in Downtown Seattle!,7,7,1,0
1419,Luxury High Rise Convention Center,4,4,1,0
1420,Cozy studio in Capitol Hill!,5,6,10,1
1421,St. John's Apartments #300- one BR,2,7,1,0
1422,In the Heart of Seattle,6,8,1,0
1423,1 BR Great View near Stadium and DT,2,3,1,0
1424,Urban Capitol Hill Retreat,5,9,10,1
1425,Modern room near Convention Center,7,7,1,0
1426,Sunny apt in the heart of Cap Hill,2,9,1,0
1427,Downtown Convention Ctr B&B - Nice!,5,4,1,0
1428,Capitol Hill Trendy Neighborhood!,7,5,1,0
1429,Luxury 2 bedroom Convention Center,1,2,1,0
1430,2 Bdm Chic Penthouse Convention Ctr,2,6,1,0
1431,Light & Modern Downtown Conv Ctr ,3,6,1,0
1432,Apt W/View By Convention Center,7,6,10,1
1433,Charming First/Cap Hill 1 Bedroom,7,9,1,0
1434,Beautiful Centrally Located 1 Bdrm,2,3,1,0
1435,Downtown Condo in First Hill,0,5,1,0
1436,Seattle view with a Cherry on top,5,4,1,0
1437,1 Bedroom Skyline Oasis,0,5,1,0
1438,"Shared central studio, real bed",6,2,1,0
1439,Spacious place near everything!,4,7,1,0
1440,Cozy Downtown Private Apartment,3,6,1,0
1441,Downtown Seattle/Conv Ctr 1 bdm PH,3,5,1,0
1442,8th Ave Condos Modern 1BD,3,3,1,0
1443,Room with a View - IBD Penthouse,1,6,1,0
1444,Luxury Apartment in Capitol Hill,0,4,1,0
1445,2BR 2BA Downtown  -  33% off,1,5,1,0
1446,Spacious Studio Condo ,0,5,1,0
1447,Bohemian Studio Near Downtown,5,3,1,0
1448,Exec Suite/First Hill Covn Cntr,4,5,1,0
1449,P3 Throwback w/ style: Winter promo,3,6,1,0
1450,St. John's Apartments #319 - Studio,3,6,1,0
1451,"Serene&Central, 1BR&Pullout&Parking",4,8,1,0
1452,"Downtown 1BR, Close to everything",4,7,1,0
1453,Cozy Studio 1 Block from Pike/Pine,8,9,1,0
1454,Apartment in First Hill,5,6,1,0
1455,One Bdrm Condo Across Conv Center,2,7,1,0
1456,"2BD, 1.5 Bath View Penthouse",1,6,1,0
1457,Downtown Seattle Couch,9,4,1,0
1458,The Nest in the Heart of the City,1,5,1,0
1459,99 Amazing View Downtown,3,3,1,0
1460,"Private Bedroom, Bathroom,& Parking",8,5,1,0
1461,"1BR in Cap Hill, next to downtown",6,9,1,0
1462,Downtown Seattle Suite-Private Room,8,3,1,0
1463,Seattle Downtown Convention Center,5,6,1,0
1464,St. John's Apartments #304 - 2 BR,1,8,1,0
1465,Mt. Rainier view Pike Street,4,6,1,0
1466,2Br/2Ba Apt Very Close to Downtown,6,6,1,0
1467,Private room near Convention Center,7,5,1,0
1468,St. John's Apartments #206 - 1 BR,1,7,1,0
1469,Open Bright & Central  Studio,4,9,1,0
1470,Seattle Downtown Convention Center,7,3,1,0
1471,8th Ave Condos Modern 2BD,1,3,1,0
1472,First Hill Launch Pad,5,6,1,0
1473,P4 Metro living: Winter promo,2,6,1,0
1474,Bright&Sweet next to Convention Ctr,1,7,1,0
1475,Corner Condo with 2 baths + Parking,0,5,1,0
1476,"Downtown, 1BD, close to everything",3,6,1,0
1477,Luxury Studio Convention Center,4,4,1,0
1478,98 Walkscore. Swedish Suites Studio,5,8,1,0
1479,98 Walkscore. Swedish Suites 1BD 2,4,3,1,0
1480,"Explore Downtown Seattle, 1BD",3,5,1,0
1481,"Cozy 1 BR in First  Hill, By Univ.",7,2,1,0
1482,8th Ave Condos Modern 1BD 2,3,5,1,0
1483,Entire Downtown 1 BD Condo,3,6,1,0
1484,Stylish Art-Filled Mid-Century Apt,2,4,1,0
1485,99 Modern 1Bed,3,4,1,0
1486,Capitol Hill Studio near everything,4,6,10,0
1487,2BR Downtown Penthouse Condo,1,5,1,0
1488,Midcentury Studio Close to Downtown,4,6,1,0
1489,Modern 2BR/2BA By ConventionCenter ,0,5,1,0
1490,Stylish 1BR/1BA Downtown Apartment,2,7,1,0
1491,99 Open Layout in Cap Hill 2,1,7,10,0
1492,Bohemian-Chic City Apartment,3,8,1,0
1493,Modern Studio in Capitol/First Hill,2,6,1,0
1494,Cozy Bedroom @ Capitol Hill,6,6,1,0
1495,"""1898"" a FirstHill Victorian 3bdrm",2,8,1,0
1496,Luxury Downtown Condo with Parking,1,9,1,0
1497,1BR full apt moments from CapHill!,3,7,1,0
1498,Sunny First Hill Studio,5,8,1,0
1499,"Modern, 2BR, Parking Included!",1,8,1,0
1500,Spacious/Comfy Apartment-First Hill,2,7,1,0
1501,Artsy 2BR Apartment @ Capitol Hill,2,8,1,0
1502,Cozy apt in Capitol Hill!,4,9,1,0
1503,Artsy Bedroom @ Capitol Hill,6,9,1,0
1504,Private Bedroom and shared bathroom,7,9,1,0
1505,Awesome Pioneer Square Apartment,2,6,0,0
1506,Penthouse with Wraparound Deck,0,9,0,0
1507,Bounce House,9,8,0,0
1508,Historic Sunlit Penthouse w/ Deck,1,8,0,0
1509,Pioneer Square State Hotel loft,0,9,0,0
1510,"Waterfront Views, Right Downtown!",4,9,0,0
1511,Historic Apartment 303,3,7,0,0
1512,Designer Loft in Pioneer Square,2,4,0,0
1513,Ultra-Modern 2Bed w/ Amazing Views,0,9,1,0
1514,Seattle Downtown Studio,6,9,0,0
1515,Historic building in Pioneer Square,4,8,0,0
1516,The View at Seattle,1,9,1,0
1517,Historic Studio Pioneer Square 301,2,9,0,0
1518,"Brick walls, Historic District DT",7,9,0,0
1519,Seattle Fantasy,0,7,1,0
1520,Quirky First Hill Studio,8,6,1,0
1521,Seattle's unique downtown loft,2,8,0,0
1522,Great Downtown Home! 98 Walkscore,2,7,1,0
1523,Downtown Home! 98 Walkscore,2,8,1,0
1524,Historic One Bedroom Apartment 302,2,9,0,0
1525,Pioneer Square Apartment 202,2,9,0,0
1526,"New, Bright, Modern in W. Seattle *",8,6,7,1
1527,West Seattle - A Room With a View ,6,2,7,0
1528,West Seattle - Northwest Modern Hm1,7,1,7,0
1529,Beautiful Craftsman Style Home ,6,1,7,0
1530,Private room in West Seattle,3,2,7,0
1531,Quaint Craftsman 4bd Great Location,0,0,7,0
1532,2 BR townhouse in Morgan Junction,2,3,7,0
1533,The Decisive Moment Garden Studio,6,1,7,0
1534,Lg-Rm for 5-view/airprt/dwntn/pdcst,8,2,7,0
1535,"New, bright, Modern in W. Seattle",8,3,7,0
1536,West Seattle near the water,9,7,7,1
1537,Seattle Water View Home,2,1,7,0
1538,West Seattle 1BR Condo - nice view,7,1,7,0
1539,Atomic Ranch Home in West Seattle!!,0,0,7,0
1540,Charming home on private park road,3,5,7,0
1541,Spacious Studio Near Lincoln Park,7,4,7,0
1542,Private Room and 4 Person Jacuzzi,2,5,7,0
1543,Bright West Seattle Location,7,0,7,0
1544,Waterfront 1BR/1BA Mid-Century Home,1,8,7,0
1545,Modern Home in West Seattle,8,1,7,0
1546,Spacious West Seattle house w/views,0,2,7,0
1547,Cozy West Seattle Studio cottage,5,1,7,0
1548,Quiet room near bus line + ferry,9,7,7,1
1549,VACATION HOUSE WEST SEATTLE ,1,1,7,0
1550,Alki Beach House in West Seattle,0,3,7,0
1551,Alki Beach with Stunning Views,5,3,7,0
1552,Seattle- Alki Beach Hideaway,5,9,7,1
1553,West Seattle Beachfront Apartment,1,9,7,0
1554,Alki Beach Bungalow-1 Blk to Beach!,0,6,7,0
1555,Cute 2 bedroom house on Alki Beach,5,3,7,0
1556,Lovely 3-Story Alki Townhome,0,6,7,0
1557,"Alki Beach, Mid-Century Room",5,7,7,0
1558,Sunset Villa - Alki West Seattle,0,0,7,0
1559,Sunset Grotto - Alki West Seattle,6,1,7,0
1560,Romantic Alki Beach Cottage,3,2,7,0
1561,Seattle - Alki Beach View Bungalow,3,8,7,0
1562,Alki Beach master bedroom,0,3,7,0
1563,Alki Beach House w beautiful yard,0,5,7,0
1564,"New Kitchen (3Bed/2Ba), By Junction",1,0,7,0
1565,Stunning views from Alki Beach,0,2,7,0
1566,Alki Beach House,1,2,7,0
1567,Alki Beach 2br - cozy and beautiful,4,7,7,0
1568,"Privacy, Stunning 180º Views, Close",1,1,7,0
1569,Alki Beach View Home,0,0,7,0
1570,Waterfront townhome in Seattle,0,7,7,0
1571,Suite+Office in Gorgeous View Home,5,6,7,0
1572,Alki beach,7,3,7,0
1573,Soundview Home,0,7,7,0
1574,Retro Alki Beach bungalow/apt,8,5,7,1
1575,• West Seattle Crash Pad •,8,3,7,0
